名称,rm型片式厚膜固定电阻器,型号,(J)CL21-160V-0.22μF-K,分类,电容器,生产厂家,成都宏明电子股份有限公司,厂商地域,四川成都,质量等级,J,温度范围,-55～85℃,封装形式,流化包封,额定电压,160V	,标称容量,0.22μF,标称阻值,1.33mΩ	,阻值允许偏差,±1% 
名称,res 1 ohm 1w 5% axial,型号,rsf100jb-73-1r,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,封装形式,axial,额定功耗,1W		,封装尺寸,0.177 dia×0.453 l (4.50,标称阻值,1Ω	,阻值允许偏差,±5%		
名称,res 270k ohm 1w 5% axial,型号,rsf100jb-73-270k,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,封装形式,axial,温度范围,-55～235℃,number of terminations,2	,composition,metal oxide film	,features,flame retardant coating; safety,额定功耗,1W		,标称阻值,270kΩ	,封装尺寸,0.177 dia×0.453 l (4.50,阻值允许偏差,±5%		
名称,res 4.02m ohm 1% 100 ppm 2w,型号,rnx0754m02fkee,分类,氧化膜电阻器,生产厂家,vishay,厂商地域,美国,封装形式,axial,温度范围,-55～225℃,温度特性,±100ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; high voltage; safety,额定功耗,2W	,标称阻值,4.02mΩ	,封装尺寸,0.140 dia×0.790 l (3.56,阻值允许偏差,±1%		
名称,res 100m ohm 10w 1% axial,型号,mox94021006fve,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,质量等级,军品级,封装形式,axial,温度范围,-55～225℃,温度特性,±50ppm/℃	,number of terminations,2	,features,high voltage; moisture resistant; non-inductive	,composition,metal oxide film,额定功耗,10W	,标称阻值,100mΩ	,封装尺寸,0.315 dia×3.031 l (8.00,阻值允许偏差,±1%		
名称,res mo 2w 8.2k ohm 2% axial,型号,rsf2gb8k20,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,8.2kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±2%		
名称,res mo 2w 9.1k ohm 2% axial,型号,rsf2gb9k10,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,9.1kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±2%		
名称,res mo 2w 910 ohm 2% axial,型号,rsf2gb910r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,910Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±2%		
名称,res metal ox 3w 100 ohm 5% axl,型号,rsmf3jt100r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,标称阻值,100Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 1k ohm 5% axial,型号,rsf2jt1k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,1000Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res 100 ohm 1w 5% axial,型号,1-1625885-2,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,100Ω	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 47.0k ohm 2w 5% axial,型号,5-1625890-2,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,2W	,标称阻值,47kΩ	,封装尺寸,0.197 dia×0.472 l (5.00,阻值允许偏差,±5%		
名称,res mo 1w .1 ohm 5% axial,型号,rsf1jtr100,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,标称阻值,0.1Ω	,封装尺寸,0.177 dia×0.433 l (4.50,阻值允许偏差,±5%		
名称,res 33.0 ohm 3w 5% axial,型号,4-1625892-3,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,3W	,标称阻值,33Ω	,封装尺寸,0.217 dia×0.630 l (5.50,阻值允许偏差,±5%		
名称,res 0.2 ohm 2w 5% axial,型号,nkn2wsjt-73-0r2,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-40～200℃,number of terminations,2	,composition,WireWound	,features,flame retardant coating; non-inductive; safety,封装形式,axial,额定功耗,2W		,标称阻值,0.2Ω	,封装尺寸,0.189 dia×0.453 l (4.80,阻值允许偏差,±5%		
名称,res 1.5 ohm 5w 5% axial,型号,pnp5wvjt-73-1r5,分类,氧化膜电阻器,生产厂家,yageo,厂商地域,中国台湾,温度范围,-40～200℃,number of terminations,2	,composition,WireWound	,features,flame retardant coating; safety,封装形式,axial,额定功耗,5W		,标称阻值,1.5Ω	,封装尺寸,0.295 dia×0.669 l (7.50,阻值允许偏差,±5%		
名称,res 1.5k ohm 10w 5% radial,型号,twm10j1k5e,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,2.008 (51.00mm),封装形式,radial lead,额定功耗,10W	,标称阻值,1.5kΩ	,封装尺寸,0.492 l×0.354 w (12.50m,阻值允许偏差,±5%		
名称,res 1k ohm 7w 5% axial,型号,tum7j1k0e,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,7W	,标称阻值,1000Ω	,封装尺寸,0.394×0.354 rectangular,阻值允许偏差,±5%		
名称,res 510k ohm 1w 5% axial,型号,pr01000105103jr500,分类,氧化膜电阻器,生产厂家,vishay,厂商地域,美国,温度范围,-55～155℃,温度特性,±250ppm/℃	,number of terminations,2	,composition,metal film	,features,automotive aec-q200; flame retardant coating; safety,封装形式,axial,额定功耗,1W	,标称阻值,510kΩ	,封装尺寸,0.098 dia×0.256 l (2.50,阻值允许偏差,±5%		
名称,res 10m ohm 10w 1% axial,型号,rox30010m0fkem,分类,氧化膜电阻器,生产厂家,vishay,厂商地域,美国,温度范围,-55～230℃,温度特性,±100ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; high voltage; safety,封装形式,axial,额定功耗,10W	,标称阻值,10mΩ	,封装尺寸,0.310 dia×3.050 l (7.87,阻值允许偏差,±1%		
名称,res 5m ohm 20w 1% axial,型号,mox97025004fve,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,质量等级,工业级,温度范围,-55～225℃,温度特性,±50ppm/℃	,number of terminations,2	,features,high voltage; moisture resistant; non-inductive	,composition,metal oxide film,封装形式,axial,额定功耗,20W	,封装尺寸,0.335 dia×5.984 l (8.50,标称阻值,5mΩ	,阻值允许偏差,±1%		
名称,res mo 1/2w 0.562 ohm 1% axial,型号,rsmf12ftr562,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,封装尺寸,0.091 dia×0.256 l (2.30,标称阻值,0.562Ω	,阻值允许偏差,±1%		
名称,res mo 1/2w 10 ohm 1% axial,型号,rsmf12ft10r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,10Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±1%		
名称,res mo 1/2w 118 ohm 1% axial,型号,rsmf12ft118r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,118Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±1%		
名称,res mo 1/2w 124 ohm 1% axial,型号,rsmf12ft124r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,124Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±1%		
名称,res mo 1/2w 16.9 ohm 1% axial,型号,rsmf12ft16r9,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,16.9Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±1%		
名称,res mo 1/2w 47.5kohm 1% ax,型号,rsmf12ft47k5,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,47.5kΩ	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±1%		
名称,res mo 1/2w 41.2ohm 1% axl,型号,rsmf12ft41r2,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,41.2Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±1%		
名称,res mo 1/2w 43.2ohm 1% axl,型号,rsmf12ft43r2,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,43.2Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±1%		
名称,res mo 1/2w 64.9ohm 1% axl,型号,rsmf12ft64r9,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,64.9Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±1%		
名称,res mo 1/2w 66.5ohm 1% axl,型号,rsmf12ft66r5,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,66.5Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±1%		
名称,res metal ox 2w 0.301 ohm 1% axl,型号,rsmf2ftr301,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,0.301Ω	,封装尺寸,0.165 dia×0.433 l (4.20,阻值允许偏差,±1%		
名称,res 6.8k ohm 10w 5% radial,型号,twm10j6k8e,分类,氧化膜电阻器,生产厂家,ohmite,厂商地域,美国,温度范围,-55～275℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety	,height,2.008 (51.00mm),封装形式,radial lead,额定功耗,10W	,标称阻值,6.8kΩ	,封装尺寸,0.492 l×0.354 w (12.50m,阻值允许偏差,±5%		
名称,res 5.1k ohm 5% 5w met oxide axl,型号,cp00055k100jb14,分类,氧化膜电阻器,生产厂家,vishay,厂商地域,美国,温度范围,-65～225℃,温度特性,±300ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,5W	,标称阻值,5.1kΩ	,封装尺寸,0.875 l×0.375 w (22.22m,阻值允许偏差,±5%		
名称,res 10k ohm 5% 5w met oxide axl,型号,cp000510k00jb14,分类,氧化膜电阻器,生产厂家,vishay,厂商地域,美国,温度范围,-65～225℃,温度特性,±300ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,5W	,标称阻值,10kΩ	,封装尺寸,0.875 l×0.375 w (22.22m,阻值允许偏差,±5%		
名称,res mo 1w 0.1 ohm 1% axial,型号,rsmf1ftr100,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,1W	,封装尺寸,0.126 dia×0.354 l (3.20,标称阻值,0.1Ω	,阻值允许偏差,±1%		
名称,res flameproof 2w 100 ohm 1%,型号,rspf2ft100r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～155℃,温度特性,-200/ +350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; moisture resistant; safety,封装形式,axial,额定功耗,2W	,封装尺寸,0.157 dia×0.433 l (4.00,标称阻值,100Ω	,阻值允许偏差,±1%		
名称,res flameproof 2w 261 ohm 1%,型号,rspf2ft261r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～155℃,温度特性,-200/ +350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; moisture resistant; safety,封装形式,axial,额定功耗,2W	,封装尺寸,0.157 dia×0.433 l (4.00,标称阻值,261Ω	,阻值允许偏差,±1%		
名称,res flameproof 2w 6.19k ohm 1%,型号,rspf2ft6k19,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～155℃,温度特性,-200/ +350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; moisture resistant; safety,封装形式,axial,额定功耗,2W	,封装尺寸,0.157 dia×0.433 l (4.00,标称阻值,6.19kΩ	,阻值允许偏差,±1%		
名称,res flameproof 2w 82.5 ohm 1%,型号,rspf2ft82r5,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～155℃,温度特性,-200/ +350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; moisture resistant; safety,封装形式,axial,额定功耗,2W	,标称阻值,82.5Ω	,封装尺寸,0.157 dia×0.433 l (4.00,阻值允许偏差,±1%		
名称,res metal ox 3w 0.43 ohm 5% axl,型号,rsmf3jtr430,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,3W	,标称阻值,0.43Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res ceramic 270 ohm 5w 5% ww,型号,nszd5jb270r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～150℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film,封装形式,radial lead,额定功耗,5W	,标称阻值,270Ω	,封装尺寸,1.063 l×0.394 w (27.00m,阻值允许偏差,±5%		
名称,res ceramic 560 ohm 5w 5% ww,型号,nszd5jb560r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～150℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film,封装形式,radial lead,额定功耗,5W	,封装尺寸,1.063 l×0.394 w (27.00m,标称阻值,560Ω	,阻值允许偏差,±5%		
名称,res mo 1/2w 0.43 ohm 5% axial,型号,rsmf12jbr430,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,封装尺寸,0.091 dia×0.256 l (2.30,标称阻值,0.43Ω	,阻值允许偏差,±5%		
名称,res mo 1/2w 0.47 ohm 5% axial,型号,rsmf12jbr470,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,0.47Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±5%		
名称,res mo 1/2w 0.62 ohm 5% axial,型号,rsmf12jbr620,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,标称阻值,0.62Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±5%		
名称,res mo 1/2w 0.68 ohm 5% axial,型号,rsmf12jbr680,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,0.5W	,标称阻值,0.68Ω	,封装尺寸,0.091 dia×0.256 l (2.30,阻值允许偏差,±5%		
名称,res mo 1/2w 1.5 ohm 5% axial,型号,rsmf12jb1r50,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～200℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,0.5W	,封装尺寸,0.091 dia×0.256 l (2.30,标称阻值,1.5Ω	,阻值允许偏差,±5%		
名称,res 180 ohm 1w 5% axial,型号,2-1625885-7,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,封装尺寸,0.138 dia×0.394 l (3.50,标称阻值,180Ω	,阻值允许偏差,±5%		
名称,res 1.00 ohm 1w 5% axial,型号,3-1625885-8,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,1Ω	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 22.0k ohm 1w 5% axial,型号,4-1625885-6,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,22kΩ	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 2.70k ohm 1w 5% axial,型号,5-1625885-4,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,2.7kΩ	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 2.70 ohm 1w 5% axial,型号,5-1625885-6,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,2.7Ω	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 820 ohm 1w 5% axial,型号,4-1625886-2,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,820Ω	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 5.10k ohm 1w 5% axial,型号,2-1625886-7,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,5.1kΩ	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 0.33 ohm 1w 5% axial,型号,1625885-7,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,0.33Ω	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 0.15 ohm 1w 5% axial,型号,1625885-3,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,0.15Ω	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 18.0 ohm 1w 5% axial,型号,3-1625885-0,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,18Ω	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res 680k ohm 1w 5% axial,型号,3-1625886-1,分类,氧化膜电阻器,生产厂家,te,厂商地域,美国,温度范围,-55～155℃,温度特性,±350ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; pulse Withstanding; safety,封装形式,axial,额定功耗,1W	,标称阻值,680kΩ	,封装尺寸,0.138 dia×0.394 l (3.50,阻值允许偏差,±5%		
名称,res mo 2w 2.7 ohm 5% axial,型号,rsf2jt2r70,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,2.7Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 24k ohm 5% axial,型号,rsf2jb24k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,24kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 270 ohm 5% axial,型号,rsf2jb270r,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,270Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 27k ohm 5% axial,型号,rsf2jt27k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,27kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 2k ohm 5% axial,型号,rsf2jb2k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,2kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 3.6 ohm 5% axial,型号,rsf2jb3r60,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,3.6Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 30 ohm 5% axial,型号,rsf2jt30r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,30Ω	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 30k ohm 5% axial,型号,rsf2jb30k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,30kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 33k ohm 5% axial,型号,rsf2ja33k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,封装尺寸,0.197 dia×0.591 l (5.00,标称阻值,33kΩ	,阻值允许偏差,±5%		
名称,res mo 2w 36 ohm 5% axial,型号,rsf2jb36r0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,封装尺寸,0.197 dia×0.591 l (5.00,标称阻值,36Ω	,阻值允许偏差,±5%		
名称,res mo 2w 36k ohm 5% axial,型号,rsf2jb36k0,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,封装形式,axial,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,额定功耗,2W	,标称阻值,36kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
名称,res mo 2w 3k ohm 5% axial,型号,rsf2jt3k00,分类,氧化膜电阻器,生产厂家,sei,厂商地域,美国,温度范围,-55～235℃,温度特性,±200ppm/℃	,number of terminations,2	,composition,metal oxide film	,features,flame proof; safety,封装形式,axial,额定功耗,2W	,标称阻值,3kΩ	,封装尺寸,0.197 dia×0.591 l (5.00,阻值允许偏差,±5%		
